TransactionID,CustomerID,Gender,Age,City,ProductCategory,Quantity,Price,PurchaseDate,PaymentMode,TotalAmount,Month,DayOfWeek,AgeGroup
T01029,C6992,1,0.3653846153846154,0,0,4,0.25163265306122445,2023-07-07,1,0.21019364708724186,July,Friday,26-40
T01030,C2479,2,0.826923076923077,1,4,4,0.663469387755102,2023-01-26,1,0.5351664720801965,January,Thursday,60+
T01031,C7464,0,0.9615384615384616,2,0,1,0.8393877551020408,2023-11-03,3,0.16514352429646928,November,Friday,60+
T01032,C1228,2,0.8846153846153847,6,6,3,0.720204081632653,2023-12-18,3,0.4338338902532308,December,Monday,60+
T01033,C5332,2,0.7884615384615384,7,5,5,0.8489795918367347,2023-07-09,0,0.853053665606506,July,Sunday,41-60
T01034,C9791,2,0.4423076923076924,7,2,5,0.5577551020408164,2023-05-10,2,0.5658037763194976,May,Wednesday,41-60
T01035,C3024,0,0.0,1,2,2,0.08877551020408164,2023-08-06,2,0.038608639639276944,August,Sunday,18-25
T01036,C8451,1,0.6730769230769232,5,6,5,0.7377551020408163,2023-06-22,0,0.7433471556825959,June,Thursday,41-60
T01037,C7038,2,0.6730769230769232,3,2,2,0.4557142857142857,2023-12-12,1,0.18338097346914128,December,Tuesday,41-60
T01038,C5295,0,0.17307692307692313,9,2,3,0.6181632653061224,2023-06-01,3,0.37344498570795925,June,Thursday,26-40
T01039,C7242,1,0.13461538461538464,3,5,4,0.16346938775510206,2023-01-13,3,0.14062562905108902,January,Friday,26-40
T01040,C7086,0,0.03846153846153849,6,3,4,0.08204081632653062,2023-10-05,0,0.07637183461492009,October,Thursday,18-25
T01041,C2775,1,0.0,5,4,3,0.6393877551020408,2023-05-17,2,0.38600587785337576,May,Wednesday,18-25
T01042,C4830,0,0.6923076923076924,3,5,4,0.7063265306122449,2023-04-02,2,0.5689842586255486,April,Sunday,41-60
T01043,C8724,0,0.730769230769231,2,6,3,0.3240816326530612,2023-05-31,0,0.19940416280848666,May,Wednesday,41-60
T01044,C1410,0,0.48076923076923084,5,0,4,0.49142857142857144,2023-07-02,0,0.39941221466242605,July,Sunday,41-60
T01045,C6374,0,0.6538461538461539,0,1,5,0.3165306122448979,2023-08-02,3,0.3278714924111277,August,Wednesday,41-60
T01046,C4626,0,0.6730769230769232,9,6,5,0.6730612244897959,2023-01-09,3,0.6795362132130923,January,Monday,41-60
T01047,C2035,2,0.0961538461538462,7,0,4,0.2953061224489796,2023-08-17,3,0.24465558194774348,August,Thursday,18-25
T01048,C8606,2,0.3653846153846154,9,0,1,0.9930612244897958,2023-06-16,3,0.1954587543781956,June,Friday,26-40
T01049,C5951,1,0.25,4,1,3,0.46122448979591835,2023-06-02,0,0.2805668505173316,June,Friday,26-40
T01050,C7689,2,0.9038461538461539,7,2,2,0.8853061224489795,2023-11-22,3,0.3528724988928701,November,Wednesday,60+
T01051,C2911,0,0.9038461538461539,4,2,4,0.8251020408163265,2023-01-19,1,0.66270783847981,January,Thursday,60+
T01052,C3290,0,0.8846153846153847,5,5,2,0.866938775510204,2023-11-02,2,0.3456258303474375,November,Thursday,60+
T01053,C1742,2,0.42307692307692313,1,6,2,0.7246938775510204,2023-02-27,1,0.2895044083900318,February,Monday,41-60
T01054,C1609,1,0.25,0,6,2,0.18244897959183676,2023-07-02,1,0.07556664922098313,July,Sunday,26-40
T01055,C5986,1,0.5000000000000001,9,4,1,0.08326530612244898,2023-01-19,2,0.01598293006964854,January,Thursday,41-60
T01056,C9071,1,0.7884615384615384,3,5,1,0.41612244897959183,2023-09-30,3,0.08164579894520713,September,Saturday,41-60
T01057,C2902,2,0.6153846153846154,6,4,5,0.18551020408163266,2023-07-22,2,0.19863923668424657,July,Saturday,41-60
T01058,C2592,0,0.17307692307692313,4,0,3,0.3669387755102041,2023-05-08,0,0.22476750271750073,May,Monday,26-40
T01059,C4846,1,0.1923076923076924,7,5,4,0.19244897959183674,2023-03-31,0,0.1634928942388985,March,Friday,26-40
T01060,C9807,1,0.21153846153846156,9,3,4,0.08877551020408164,2023-02-13,3,0.08168605821490398,February,Monday,26-40
T01061,C3222,1,0.2692307692307693,9,6,4,0.05959183673469388,2023-10-01,0,0.0586577559483071,October,Sunday,26-40
T01062,C7367,0,0.7500000000000001,7,2,4,0.9616326530612245,2023-02-18,3,0.7704416441885744,February,Saturday,41-60
T01063,C8432,0,0.3076923076923077,6,6,3,0.4448979591836735,2023-03-06,3,0.27090462579008817,March,Monday,26-40
T01064,C7078,1,0.23076923076923084,5,3,4,0.3989795918367347,2023-03-16,1,0.326462417971738,March,Thursday,26-40
T01065,C9850,0,0.13461538461538464,4,5,4,0.11000000000000001,2023-11-21,2,0.09843391440879262,November,Tuesday,26-40
T01066,C7866,1,0.21153846153846156,1,3,3,0.8895918367346939,2023-09-10,0,0.5340794717983816,September,Sunday,26-40
T01067,C3531,2,0.8076923076923078,3,6,5,0.16877551020408166,2023-08-09,2,0.182132936108539,August,Wednesday,60+
T01068,C7797,1,0.980769230769231,7,4,1,0.4604081632653061,2023-05-21,2,0.09038206046942308,May,Sunday,60+
T01069,C2622,2,0.6923076923076924,0,5,4,0.37857142857142856,2023-06-26,3,0.3103587100929989,June,Monday,41-60
T01070,C9017,0,0.05769230769230771,3,4,1,0.6763265306122449,2023-08-23,1,0.13297636780868796,August,Wednesday,18-25
T01071,C7686,1,0.9230769230769232,7,3,1,0.6551020408163265,2023-12-19,0,0.1287894037602158,December,Tuesday,60+
T01072,C5583,0,0.6730769230769232,7,2,4,0.656734693877551,2023-11-13,2,0.5298522484802126,November,Monday,41-60
T01073,C1536,1,0.5576923076923077,0,5,5,0.16918367346938776,2023-05-05,2,0.1825355288055075,May,Friday,41-60
T01074,C7070,2,0.7884615384615384,6,0,2,0.36755102040816323,2023-09-26,2,0.14859696445106488,September,Tuesday,41-60
T01075,C4559,0,0.6730769230769232,5,6,2,0.4483673469387755,2023-10-19,0,0.18048230605096827,October,Thursday,41-60
T01076,C8264,0,0.07692307692307698,3,4,4,0.8277551020408164,2023-08-23,2,0.6648013205040461,August,Wednesday,18-25
T01077,C8285,1,0.34615384615384615,0,3,3,0.3438775510204082,2023-01-21,3,0.21111961029026935,January,Saturday,26-40
T01078,C4868,0,0.8076923076923078,1,5,3,0.28591836734693876,2023-02-09,1,0.1768187125085551,February,Thursday,60+
T01079,C6942,2,0.07692307692307698,2,2,5,0.34020408163265303,2023-06-17,1,0.3512218688352993,June,Saturday,18-25
T01080,C2627,2,0.3076923076923077,9,5,4,0.5810204081632653,2023-07-10,3,0.4701074922500906,July,Monday,26-40
T01081,C7018,1,0.11538461538461542,3,2,3,0.48142857142857143,2023-01-20,2,0.2925238536172954,January,Friday,18-25
T01082,C9920,1,0.23076923076923084,7,3,1,0.996734693877551,2023-03-17,3,0.19618342123273885,March,Friday,26-40
T01083,C6876,0,0.8846153846153847,3,4,4,0.48142857142857143,2023-11-08,0,0.39152139780184386,November,Wednesday,60+
T01084,C1992,2,0.7115384615384616,7,1,4,0.005102040816326529,2023-11-23,0,0.015660855912073758,November,Thursday,41-60
T01085,C7523,0,0.5961538461538463,9,1,2,0.15755102040816327,2023-02-21,2,0.0657433874149523,February,Tuesday,41-60
T01086,C5520,2,0.40384615384615385,6,5,2,0.3093877551020408,2023-07-15,0,0.1256491807238617,July,Saturday,26-40
T01087,C4109,2,0.42307692307692313,0,0,4,0.8412244897959184,2023-09-20,2,0.6754297677040139,September,Wednesday,41-60
T01088,C3001,1,0.15384615384615385,8,5,1,0.7969387755102041,2023-02-10,3,0.15676959619952496,February,Friday,26-40
T01089,C8450,0,0.8076923076923078,3,4,3,0.5104081632653061,2023-06-22,2,0.3096743025081525,June,Thursday,60+
T01090,C2501,2,0.7884615384615384,4,5,1,0.39877551020408164,2023-11-23,2,0.07822376102097507,November,Thursday,41-60
T01091,C4475,1,0.28846153846153855,1,5,2,0.2844897959183673,2023-06-04,2,0.11582591891783083,June,Sunday,26-40
T01092,C1349,2,0.11538461538461542,7,6,3,0.526734693877551,2023-08-05,0,0.31933652723539596,August,Saturday,18-25
T01093,C1828,1,0.34615384615384615,8,1,5,0.11591836734693878,2023-07-25,0,0.12999718185112125,July,Tuesday,26-40
T01094,C6464,1,0.7500000000000001,1,1,4,0.2785714285714286,2023-01-12,2,0.23145054148717745,January,Thursday,41-60
T01095,C4990,1,0.07692307692307698,1,5,2,0.3130612244897959,2023-04-05,0,0.1270985144329482,April,Wednesday,18-25
T01096,C3063,0,0.23076923076923084,0,6,3,0.5553061224489796,2023-05-12,0,0.336245420508072,May,Friday,26-40
T01097,C4362,1,0.3846153846153847,5,5,2,0.7610204081632653,2023-12-01,0,0.3038367084021096,December,Friday,26-40
T01098,C2124,1,0.5961538461538463,2,4,5,0.23693877551020412,2023-02-10,3,0.24936591650227466,February,Friday,41-60
T01099,C4394,2,0.5384615384615385,9,3,5,0.021224489795918365,2023-08-10,3,0.03659567615443456,August,Thursday,41-60
T01100,C4538,1,0.40384615384615385,7,5,2,0.7932653061224489,2023-03-01,1,0.3165586376263135,March,Wednesday,26-40
T01101,C4817,2,0.7500000000000001,7,0,1,0.7153061224489796,2023-04-09,2,0.1406658883207859,April,Sunday,41-60
T01102,C6383,2,0.8076923076923078,0,4,1,0.5583673469387755,2023-10-20,1,0.10970650992390998,October,Friday,60+
T01103,C3417,0,0.3653846153846154,4,1,1,0.03469387755102041,2023-05-14,3,0.0064012238817987835,May,Sunday,26-40
T01104,C1046,1,0.8461538461538461,4,3,4,0.296734693877551,2023-06-05,0,0.24578284149925525,June,Monday,60+
T01105,C5542,1,0.7115384615384616,6,6,4,0.4410204081632653,2023-11-12,2,0.3596360562019405,November,Sunday,41-60
T01106,C3370,2,0.17307692307692313,2,1,5,0.1285714285714286,2023-09-21,1,0.14247755545714402,September,Thursday,26-40
T01107,C3129,0,0.6923076923076924,7,0,1,0.28530612244897957,2023-10-04,3,0.055839607069527765,October,Wednesday,41-60
T01108,C9850,1,0.6923076923076924,2,0,5,0.016122448979591836,2023-05-05,3,0.031563267442328596,May,Friday,41-60
T01109,C5106,0,0.4423076923076924,9,1,2,0.9930612244897958,2023-12-22,2,0.39538628769274126,December,Friday,41-60
T01110,C3858,2,0.980769230769231,6,4,4,0.5885714285714285,2023-01-26,1,0.47606586416522406,January,Thursday,60+
T01111,C2801,1,0.3846153846153847,3,2,2,0.7920408163265307,2023-07-11,3,0.3160755263899513,July,Tuesday,26-40
T01112,C1422,0,0.5192307692307693,7,3,4,0.9748979591836735,2023-10-21,3,0.7809090543097549,October,Saturday,41-60
T01113,C3159,1,0.1923076923076924,8,3,3,0.0016326530612244886,2023-08-31,0,0.008575224445428561,August,Thursday,26-40
T01114,C1243,1,0.0,7,2,3,0.8163265306122449,2023-04-21,2,0.4907202383348766,April,Friday,18-25
T01115,C6869,0,0.3846153846153847,5,3,5,0.4136734693877551,2023-08-12,0,0.4236885542896252,August,Saturday,26-40
T01116,C4898,1,0.28846153846153855,9,3,5,0.79,2023-05-21,2,0.794879020894561,May,Sunday,26-40
T01117,C6304,2,0.9615384615384616,1,2,4,0.18285714285714286,2023-12-19,1,0.15592415153589115,December,Tuesday,60+
T01118,C1258,1,0.2692307692307693,2,4,5,0.07551020408163264,2023-04-06,3,0.090140504851242,April,Thursday,26-40
T01119,C3854,1,0.8653846153846155,8,5,3,0.028979591836734694,2023-05-22,0,0.024759450863561336,May,Monday,60+
T01120,C5347,0,0.9038461538461539,6,3,4,0.9483673469387756,2023-09-14,0,0.7599742340673941,September,Thursday,60+
T01121,C1858,0,0.7884615384615384,5,0,1,0.4859183673469387,2023-12-10,1,0.09541446918152904,December,Sunday,41-60
T01122,C3076,0,0.5192307692307693,8,4,1,0.38163265306122446,2023-01-24,2,0.07484198236643987,January,Tuesday,41-60
T01123,C7897,1,0.326923076923077,8,4,5,0.8781632653061224,2023-11-06,2,0.8818390434397521,November,Monday,26-40
T01124,C9619,0,0.4423076923076924,5,2,3,0.8410204081632653,2023-07-24,3,0.5053343532348323,July,Monday,41-60
T01125,C2862,1,0.15384615384615385,6,4,2,0.27959183673469384,2023-04-03,0,0.11389347397238214,April,Monday,26-40
T01126,C2041,2,0.826923076923077,3,2,3,0.2448979591836735,2023-12-14,2,0.15254237288135594,December,Thursday,60+
T01127,C8802,2,0.8846153846153847,2,4,2,0.1569387755102041,2023-05-26,2,0.0655018317967712,May,Friday,60+
T01128,C8344,1,0.40384615384615385,8,5,4,0.16714285714285715,2023-05-20,3,0.14352429646926207,May,Saturday,26-40
T01129,C6931,1,0.576923076923077,4,0,3,0.5091836734693878,2023-01-03,2,0.3089496356536092,January,Tuesday,41-60
T01130,C9408,2,0.5576923076923077,9,6,1,0.5610204081632653,2023-07-28,0,0.11022988042996901,July,Friday,41-60
T01131,C2786,2,0.5384615384615385,7,4,2,0.7565306122448979,2023-04-17,0,0.3020653005354483,April,Monday,41-60
T01132,C8405,1,0.42307692307692313,9,4,4,0.820204081632653,2023-01-10,1,0.6588429485889126,January,Tuesday,41-60
T01133,C9254,2,0.9423076923076924,6,4,1,0.5863265306122449,2023-08-01,2,0.11522202987237812,August,Tuesday,60+
T01134,C4629,2,0.3653846153846154,9,2,1,0.9122448979591837,2023-12-03,1,0.17951608357824392,December,Sunday,26-40
T01135,C1710,1,0.5961538461538463,9,1,1,0.43020408163265306,2023-03-08,0,0.08442368855428962,March,Wednesday,41-60
T01136,C9543,0,0.6730769230769232,9,0,4,0.813265306122449,2023-05-21,2,0.6533676879101413,May,Sunday,41-60
T01137,C5941,0,0.11538461538461542,9,1,5,0.4236734693877551,2023-05-17,0,0.4335520753653529,May,Wednesday,18-25
T01138,C8504,2,0.21153846153846156,5,3,4,0.6089795918367347,2023-08-25,3,0.4921695720439631,August,Friday,26-40
T01139,C1510,1,0.7884615384615384,4,2,3,0.7669387755102041,2023-11-03,3,0.4614920085349652,November,Friday,41-60
T01140,C1996,2,0.730769230769231,1,5,4,0.022653061224489797,2023-11-22,1,0.029510044687789366,November,Wednesday,41-60
T01141,C8847,2,0.0961538461538462,0,2,2,0.5893877551020408,2023-06-12,2,0.23612061677201177,June,Monday,18-25
T01142,C7580,1,0.326923076923077,1,3,2,0.503265306122449,2023-02-19,2,0.2021417931478723,February,Sunday,26-40
T01143,C7984,0,1.0,4,1,3,0.5577551020408164,2023-04-24,0,0.3376947542171585,April,Monday,60+
T01144,C2768,2,0.15384615384615385,5,5,2,0.8657142857142858,2023-04-26,0,0.3451427191110753,April,Wednesday,26-40
T01145,C9032,2,0.6538461538461539,9,3,2,0.9959183673469387,2023-01-10,2,0.396513547244253,January,Tuesday,41-60
T01146,C8267,0,0.23076923076923084,6,1,2,0.8095918367346939,2023-12-30,1,0.3230001207778091,December,Saturday,26-40
T01147,C2204,1,0.3076923076923077,9,3,4,0.18836734693877552,2023-06-16,1,0.1602721526631507,June,Friday,26-40
T01148,C2323,1,0.8846153846153847,1,0,2,0.45122448979591834,2023-04-24,3,0.18160956560247998,April,Monday,60+
T01149,C6277,1,0.7692307692307693,2,6,5,0.8681632653061224,2023-02-02,1,0.8719755223640243,February,Thursday,41-60
T01150,C3430,1,0.07692307692307698,1,1,1,0.034489795918367344,2023-11-10,2,0.006360964612101936,November,Friday,18-25
T01151,C2076,1,0.8846153846153847,1,5,4,0.24714285714285714,2023-05-28,3,0.20665083135391926,May,Sunday,60+
T01152,C3067,2,0.07692307692307698,8,6,5,0.6859183673469388,2023-12-31,0,0.6922178831675994,December,Sunday,18-25
T01153,C5505,2,0.019230769230769273,3,0,2,0.3681632653061224,2023-11-08,3,0.14883852006924597,November,Wednesday,18-25
T01154,C9984,0,0.6153846153846154,8,6,2,0.23673469387755106,2023-08-24,3,0.09698458069970611,August,Thursday,41-60
T01155,C6327,0,0.7692307692307693,1,3,2,0.5971428571428572,2023-10-29,0,0.2391803212689722,October,Sunday,41-60
T01156,C7240,0,0.019230769230769273,0,6,1,0.8322448979591837,2023-08-04,3,0.1637344498570796,August,Friday,18-25
T01157,C9692,0,1.0,9,2,2,0.05163265306122449,2023-11-22,2,0.023954265469624383,November,Wednesday,60+
T01158,C5831,1,0.7115384615384616,1,6,2,0.4083673469387755,2023-11-01,1,0.16470067232980395,November,Wednesday,41-60
T01159,C8433,1,0.7115384615384616,3,1,3,0.9655102040816327,2023-06-18,2,0.5790088167800637,June,Sunday,41-60
T01160,C9282,0,0.48076923076923084,1,6,4,0.72,2023-10-05,3,0.5797737429043037,October,Thursday,41-60
T01161,C8048,2,0.9423076923076924,9,3,4,0.6008163265306122,2023-07-19,2,0.4857280888924675,July,Wednesday,60+
T01162,C2624,1,0.7115384615384616,0,4,5,0.34489795918367344,2023-09-01,0,0.35585168485043683,September,Friday,41-60
T01163,C2874,1,0.25,7,2,1,0.14918367346938777,2023-10-13,3,0.028986674181730343,October,Friday,26-40
T01164,C4522,2,0.03846153846153849,9,3,2,0.32387755102040816,2023-01-07,2,0.13136599702081406,January,Saturday,18-25
T01165,C8046,2,0.6730769230769232,7,1,1,0.6314285714285715,2023-06-25,0,0.12411932847538147,June,Sunday,41-60
T01166,C8398,2,0.3076923076923077,1,4,3,0.18040816326530615,2023-06-24,0,0.11437658520874432,June,Saturday,26-40
T01167,C4743,2,0.6538461538461539,0,0,1,0.4577551020408163,2023-06-13,2,0.08985868996336406,June,Tuesday,41-60
T01168,C7779,2,0.6538461538461539,5,2,4,0.9108163265306123,2023-06-27,1,0.7303434115705141,June,Tuesday,41-60
T01169,C6553,0,0.576923076923077,9,5,1,0.7510204081632653,2023-08-16,1,0.14771126051773423,August,Wednesday,41-60
T01170,C8430,2,0.7884615384615384,5,2,3,0.8808163265306123,2023-03-19,1,0.5288860260074882,March,Sunday,41-60
T01171,C7532,1,0.9423076923076924,0,5,1,0.29244897959183674,2023-08-25,2,0.05724868150891743,August,Friday,60+
T01172,C7815,2,0.17307692307692313,9,0,3,0.44346938775510203,2023-09-13,3,0.2700591811264544,September,Wednesday,26-40
T01173,C2557,0,0.4423076923076924,6,0,1,0.5830612244897959,2023-04-18,2,0.11457788155722855,April,Tuesday,41-60
T01174,C6120,1,0.48076923076923084,4,2,5,0.5536734693877551,2023-09-30,0,0.5617778493498128,September,Saturday,41-60
T01175,C7992,2,0.2692307692307693,1,4,2,0.6536734693877551,2023-12-24,2,0.2614839566810258,December,Sunday,26-40
T01176,C6120,2,0.9423076923076924,9,5,4,0.9848979591836735,2023-03-29,3,0.788799871170337,March,Wednesday,60+
T01177,C5176,2,0.7115384615384616,7,6,4,0.6975510204081633,2023-12-11,1,0.5620596642376907,December,Monday,41-60
T01178,C7132,1,0.8846153846153847,8,2,1,0.46183673469387754,2023-07-19,3,0.09066387535730101,July,Wednesday,60+
T01179,C3500,2,0.34615384615384615,7,1,1,0.5169387755102041,2023-05-11,2,0.1015338781754499,May,Thursday,26-40
T01180,C8770,0,0.15384615384615385,0,5,1,0.31857142857142856,2023-07-26,3,0.06240186803011393,July,Wednesday,26-40
T01181,C2099,0,0.5576923076923077,4,3,3,0.06857142857142856,2023-01-17,0,0.048190345827126696,January,Tuesday,41-60
T01182,C2494,2,0.6153846153846154,5,2,1,0.9687755102040816,2023-12-05,2,0.19066790128427072,December,Tuesday,41-60
T01183,C2398,1,0.6153846153846154,2,2,5,0.8693877551020408,2023-10-20,1,0.8731833004549298,October,Friday,41-60
T01184,C2527,1,0.0961538461538462,9,4,1,0.5738775510204082,2023-02-10,2,0.11276621442087041,February,Friday,18-25
T01185,C8075,0,0.48076923076923084,5,1,1,0.20551020408163267,2023-11-20,2,0.04009823261806031,November,Monday,41-60
T01186,C2582,0,0.4423076923076924,7,0,2,0.7244897959183674,2023-09-07,1,0.2894238898506381,September,Thursday,41-60
T01187,C7105,1,0.6153846153846154,6,0,5,0.7606122448979592,2023-10-15,1,0.7658923467128307,October,Sunday,41-60
T01188,C3131,1,0.0,8,4,1,0.9473469387755102,2023-06-26,0,0.18644067796610173,June,Monday,18-25
T01189,C1982,0,0.8076923076923078,8,4,4,0.58,2023-02-12,3,0.46930230685615365,February,Sunday,60+
T01190,C6400,2,0.28846153846153855,7,0,5,0.4820408163265306,2023-04-17,1,0.49112283103184506,April,Monday,26-40
T01191,C3002,2,0.980769230769231,0,5,5,0.18408163265306124,2023-09-29,1,0.1972301622448569,September,Friday,60+
T01192,C7730,1,0.7500000000000001,6,6,3,0.013877551020408163,2023-07-09,0,0.015821892990861147,July,Sunday,41-60
T01193,C6793,2,0.826923076923077,3,0,4,0.8340816326530612,2023-06-05,0,0.6697934699464552,June,Monday,60+
T01194,C7929,1,0.1923076923076924,7,2,4,0.2459183673469388,2023-05-30,1,0.2056846088811949,May,Tuesday,26-40
T01195,C1842,0,0.9230769230769232,0,5,3,0.7795918367346939,2023-06-11,0,0.46898023269857886,June,Sunday,60+
T01196,C5712,0,0.6153846153846154,3,2,5,0.2510204081632653,2023-08-20,0,0.2632553645476871,August,Sunday,41-60
T01197,C6119,1,0.15384615384615385,1,0,4,0.8744897959183674,2023-12-12,1,0.7016788115463586,December,Tuesday,26-40
T01198,C6761,0,0.5384615384615385,5,6,3,0.4842857142857143,2023-08-28,2,0.29421474294456296,August,Monday,41-60
T01199,C2697,2,0.1923076923076924,2,4,3,0.9330612244897959,2023-01-16,2,0.5598051451346673,January,Monday,26-40
T01200,C9313,0,0.21153846153846156,0,5,3,0.27183673469387754,2023-03-21,2,0.16848504368130765,March,Tuesday,26-40
T01201,C4485,0,0.6923076923076924,5,0,3,0.5075510204081632,2023-11-16,1,0.3079834131808849,November,Thursday,41-60
T01202,C3535,2,0.6923076923076924,3,0,2,0.8138775510204082,2023-10-27,3,0.32469101010507667,October,Friday,41-60
T01203,C8900,2,0.8076923076923078,5,1,3,0.48183673469387756,2023-03-27,2,0.29276540923547645,March,Monday,60+
T01204,C4674,1,0.17307692307692313,7,6,4,0.1079591836734694,2023-11-16,1,0.09682354362091872,November,Thursday,26-40
T01205,C2773,0,0.9038461538461539,3,3,4,0.4926530612244898,2023-06-30,3,0.40037843713515037,June,Friday,60+
T01206,C6736,1,0.8846153846153847,4,3,5,0.025918367346938774,2023-10-17,3,0.041225492169572046,October,Tuesday,60+
T01207,C7022,1,0.576923076923077,0,1,1,0.7587755102040816,2023-08-09,1,0.14924111276621443,August,Wednesday,41-60
T01208,C2882,2,0.42307692307692313,3,2,3,0.06836734693877553,2023-08-01,3,0.048069568018036156,August,Tuesday,41-60
T01209,C5564,1,0.03846153846153849,5,1,3,0.36326530612244895,2023-01-12,3,0.22259350215387094,January,Thursday,18-25
T01210,C4705,1,0.2692307692307693,7,0,1,0.47306122448979593,2023-05-26,0,0.09287813519062764,May,Friday,26-40
T01211,C8030,0,0.9230769230769232,2,5,1,0.9914285714285715,2023-10-12,1,0.1951366802206208,October,Thursday,60+
T01212,C1430,1,0.5961538461538463,7,5,4,0.2063265306122449,2023-09-09,0,0.1744434155964411,September,Saturday,41-60
T01213,C5381,1,0.2692307692307693,8,1,4,0.08877551020408164,2023-05-01,3,0.08168605821490398,May,Monday,26-40
T01214,C1474,1,0.07692307692307698,6,2,2,0.8163265306122449,2023-07-12,0,0.32565723257780105,July,Wednesday,18-25
T01215,C3955,0,0.3076923076923077,5,0,1,0.5112244897959184,2023-10-03,1,0.10040661862393817,October,Tuesday,26-40
T01216,C5477,2,0.4423076923076924,8,2,5,0.00836734693877551,2023-03-09,2,0.023914006199927534,March,Thursday,41-60
T01217,C6062,0,0.2692307692307693,0,6,1,0.7193877551020408,2023-07-13,0,0.14147107371472284,July,Thursday,26-40
T01218,C6567,2,0.03846153846153849,0,6,5,0.5887755102040816,2023-11-07,0,0.5964008212891019,November,Tuesday,18-25
T01219,C6751,2,0.8076923076923078,5,4,3,0.0010204081632653045,2023-03-05,1,0.00821289101815693,March,Sunday,60+
T01220,C1100,2,0.25,0,2,2,0.08326530612244898,2023-02-19,1,0.036434639075647174,February,Sunday,26-40
T01221,C3972,0,0.6346153846153847,7,4,3,0.42020408163265305,2023-07-22,1,0.25629051089013244,July,Saturday,41-60
T01222,C3347,0,0.9615384615384616,6,5,4,0.23020408163265307,2023-04-22,0,0.19328475381456584,April,Saturday,60+
T01223,C7566,2,0.4423076923076924,9,3,5,0.5853061224489796,2023-04-19,3,0.5929787833648698,April,Wednesday,41-60
T01224,C2140,0,0.46153846153846156,6,3,4,0.47346938775510206,2023-02-26,1,0.38524095172913564,February,Sunday,41-60
T01225,C3324,1,0.576923076923077,2,1,5,0.8391836734693877,2023-10-20,1,0.8433914408792624,October,Friday,41-60
T01226,C1502,2,0.5576923076923077,2,1,4,0.9373469387755102,2023-05-29,0,0.7512782318128749,May,Monday,41-60
T01227,C2503,2,0.03846153846153849,1,4,2,0.25918367346938775,2023-04-02,0,0.1058416200330126,April,Sunday,18-25
T01228,C9691,2,0.03846153846153849,8,2,1,0.1436734693877551,2023-03-23,0,0.027899673899915454,March,Thursday,18-25
T01229,C4524,2,0.7884615384615384,7,2,3,0.4524489795918367,2023-07-25,0,0.27537340472643823,July,Tuesday,41-60
T01230,C7163,1,0.3846153846153847,2,1,1,0.2383673469387755,2023-10-09,2,0.04657997503925279,October,Monday,26-40
T01231,C7878,0,0.11538461538461542,7,3,3,0.32877551020408163,2023-07-29,2,0.20218205241756917,July,Saturday,18-25
T01232,C8432,1,0.8653846153846155,2,3,1,0.7222448979591837,2023-06-30,3,0.1420347034904787,June,Friday,60+
T01233,C6585,0,0.6346153846153847,8,4,3,0.9783673469387755,2023-04-22,3,0.5866178187527679,April,Saturday,41-60
T01234,C3578,1,0.7692307692307693,0,1,4,0.13489795918367348,2023-08-03,1,0.1180804380208543,August,Thursday,41-60
T01235,C7062,2,0.326923076923077,7,4,2,0.4861224489795918,2023-11-03,2,0.1953782358388019,November,Friday,26-40
T01236,C6105,1,0.9038461538461539,1,5,5,0.3657142857142857,2023-05-23,3,0.37638391239582913,May,Tuesday,60+
T01237,C6314,1,0.3076923076923077,7,0,4,0.0536734693877551,2023-06-13,1,0.053987680663472766,June,Tuesday,26-40
T01238,C2391,2,0.7115384615384616,8,1,4,0.7910204081632654,2023-07-05,3,0.6358146463223158,July,Wednesday,41-60
T01239,C1861,0,0.6538461538461539,2,0,5,0.5928571428571429,2023-11-19,1,0.6004267482587866,November,Sunday,41-60
T01240,C3549,0,0.6923076923076924,7,3,1,0.4157142857142857,2023-02-24,1,0.08156528040581344,February,Friday,41-60
T01241,C3579,2,0.21153846153846156,8,2,3,0.6457142857142857,2023-12-07,0,0.38974998993518256,December,Thursday,26-40
T01242,C1815,2,0.46153846153846156,2,5,4,0.7063265306122449,2023-12-18,1,0.5689842586255486,December,Monday,41-60
T01243,C2336,2,0.7884615384615384,0,4,4,0.6671428571428571,2023-11-21,0,0.5380651394983695,November,Tuesday,41-60
T01244,C5458,2,0.46153846153846156,3,1,1,0.16387755102040819,2023-11-22,0,0.03188534159990338,November,Wednesday,41-60
T01245,C8259,2,0.4423076923076924,1,4,4,0.43673469387755104,2023-06-12,3,0.3562542775474053,June,Monday,41-60
T01246,C7947,1,0.7115384615384616,5,0,3,0.5048979591836734,2023-09-15,1,0.30641330166270786,September,Friday,41-60
T01247,C8957,0,0.7884615384615384,3,1,5,0.9979591836734694,2023-10-02,2,1.0000000000000002,October,Monday,41-60
T01248,C8242,2,0.07692307692307698,2,5,2,0.5193877551020408,2023-09-30,1,0.20850275775997426,September,Saturday,18-25
T01249,C7785,0,0.6346153846153847,2,0,2,0.28959183673469385,2023-07-20,2,0.11783888240267322,July,Thursday,41-60
T01250,C5475,2,0.3076923076923077,1,6,5,0.9426530612244898,2023-04-26,0,0.9454486895607714,April,Wednesday,26-40
T01251,C4531,1,0.46153846153846156,7,3,5,0.7285714285714285,2023-07-26,3,0.7342888200008052,July,Wednesday,41-60
